user_id,flights_booked,hotels_booked,cancellations,flight_discounts_used,median_flight_discount_amount,hotel_discounts_used,median_hotel_discount_amount,median_base_fare_usd,median_price_per_room_usd,median_checked_bags,median_seats,median_nights,median_rooms,birthdate,gender,married,has_children,home_country,total_bookings,cancellation_rate,age,kmeans_cluster,dbscan_cluster,pca_cluster,cluster_label
512377,3,3,1,3,0.125,1,,59.34,446.0,1.0,1.0,5.0,1.0,1983-11-26,F,False,True,usa,6,0.16666666666666666,42,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
512392,3,3,0,3,0.1,0,,289.78,62.0,1.0,1.0,4.0,1.0,1981-08-23,F,False,False,usa,6,0.0,44,2,0,3,Road Warriors – Priority Boarding & Fast Track
512397,0,0,0,3,0.1,2,0.05,,,,,,,2006-12-15,F,False,True,usa,0,0.0,19,1,0,1,Occasional Voyagers – Starter Flight Boost
512402,1,1,0,1,0.05,0,,607.78,188.0,0.0,1.0,1.0,1.0,1979-04-10,F,False,True,canada,2,0.0,46,1,0,1,Occasional Voyagers – Starter Flight Boost
512416,0,1,0,2,0.22499999999999998,1,0.15,,310.0,,,8.0,1.0,1994-06-17,F,False,False,usa,1,0.0,31,1,0,1,Occasional Voyagers – Starter Flight Boost
512418,2,2,0,0,,0,,816.48,199.0,0.0,3.0,5.0,3.0,1974-03-11,F,False,True,usa,4,0.0,51,0,0,0,Family & Group Travelers – Family Comfort Package
512419,3,3,0,0,,0,,398.06,163.0,2.0,2.0,0.0,2.0,1969-04-11,F,True,True,canada,6,0.0,56,0,0,0,Family & Group Travelers – Family Comfort Package
512440,3,3,0,0,,2,0.1,93.36,414.0,1.0,1.0,1.0,1.0,1989-12-15,F,True,False,usa,6,0.0,36,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512443,2,2,0,0,,3,0.05,170.47,194.0,0.5,1.0,1.5,1.0,1985-04-15,F,True,True,usa,4,0.0,40,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512447,1,2,0,1,0.25,3,0.05,1748.52,98.5,1.0,3.0,7.0,2.0,2003-01-08,F,False,False,usa,3,0.0,22,0,0,0,Family & Group Travelers – Family Comfort Package
512463,4,3,0,1,0.15,0,,404.795,103.0,1.0,1.0,4.0,1.0,1986-02-07,M,False,False,usa,7,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
512495,4,6,0,2,0.15,0,,191.765,142.0,0.5,1.0,4.5,1.0,1985-02-06,F,False,False,usa,10,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
512529,0,0,0,3,0.1,2,0.1,,,,,,,1983-07-22,F,True,True,usa,0,0.0,42,1,0,1,Occasional Voyagers – Starter Flight Boost
512536,2,2,0,3,0.15,0,,486.62,106.5,0.5,1.5,3.5,1.5,1970-11-15,F,True,True,usa,4,0.0,55,0,0,0,Family & Group Travelers – Family Comfort Package
512552,2,2,0,2,0.125,0,,416.36,80.5,0.5,1.0,2.0,1.0,1975-11-26,F,True,False,canada,4,0.0,50,1,0,1,Occasional Voyagers – Starter Flight Boost
512556,4,5,0,1,0.2,1,0.1,525.5,284.0,1.0,1.0,3.0,1.0,1973-01-25,F,True,False,usa,9,0.0,52,2,0,3,Road Warriors – Priority Boarding & Fast Track
512558,5,5,1,1,,2,0.05,260.99,152.0,0.0,1.0,1.0,1.0,1968-04-23,M,True,False,usa,10,0.1,57,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
512587,2,2,0,1,0.1,1,0.15,595.9649999999999,96.5,1.0,1.0,2.0,1.0,1986-05-06,F,False,False,usa,4,0.0,39,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512589,4,4,0,2,0.175,1,0.15,186.48,112.0,0.0,1.0,0.5,1.0,1981-02-08,M,False,False,usa,8,0.0,44,2,0,3,Road Warriors – Priority Boarding & Fast Track
512596,4,4,0,0,,0,,427.645,168.5,0.0,1.0,3.0,1.0,1969-06-16,F,True,False,usa,8,0.0,56,2,0,3,Road Warriors – Priority Boarding & Fast Track
512598,5,4,0,0,,1,0.15,223.34,153.5,1.0,1.0,3.0,1.0,1986-04-05,M,False,False,usa,9,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
512610,6,3,0,1,0.1,0,,471.435,148.0,0.5,1.0,2.0,1.0,1983-11-02,F,False,False,usa,9,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
512623,0,0,0,3,0.1,1,0.05,,,,,,,1999-08-16,F,False,False,usa,0,0.0,26,1,0,1,Occasional Voyagers – Starter Flight Boost
512628,3,4,0,0,,1,0.1,441.85,153.0,1.0,1.0,1.0,1.0,1989-03-02,F,False,False,canada,7,0.0,36,2,0,3,Road Warriors – Priority Boarding & Fast Track
512631,3,3,0,1,0.1,4,0.15,297.6,143.0,1.0,1.0,1.0,1.0,1969-05-06,F,False,False,canada,6,0.0,56,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512655,4,3,0,2,0.2,1,0.15,131.31,147.0,0.0,1.0,1.0,1.0,1980-06-25,F,False,False,usa,7,0.0,45,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512671,5,5,0,1,0.1,0,,271.35,95.0,0.0,1.0,2.0,1.0,1968-02-08,F,True,False,usa,10,0.0,57,2,0,3,Road Warriors – Priority Boarding & Fast Track
512677,1,0,0,1,0.35,1,0.05,209.71,,0.0,1.0,,,1999-04-22,F,True,False,usa,1,0.0,26,1,0,1,Occasional Voyagers – Starter Flight Boost
512680,1,1,0,2,0.2,0,,585.09,154.0,0.0,1.0,3.0,1.0,1959-11-03,F,True,True,canada,2,0.0,66,1,0,1,Occasional Voyagers – Starter Flight Boost
512691,2,2,0,1,0.2,1,0.15,606.585,110.0,0.0,1.0,2.0,1.0,1991-07-25,F,False,True,usa,4,0.0,34,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512693,4,4,0,0,,0,,133.325,91.0,0.0,1.0,2.0,1.0,1986-06-21,F,False,False,usa,8,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
512695,5,3,0,1,0.1,0,,313.17,132.0,0.0,1.0,2.0,1.0,1977-02-14,F,True,False,usa,8,0.0,48,2,0,3,Road Warriors – Priority Boarding & Fast Track
512696,1,3,0,2,0.22499999999999998,1,0.15,726.92,220.0,1.0,1.0,8.0,1.0,2006-10-10,F,False,False,usa,4,0.0,19,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512704,1,0,0,2,0.125,1,0.05,401.05,,0.0,1.0,,,1993-09-02,F,True,True,usa,1,0.0,32,1,0,1,Occasional Voyagers – Starter Flight Boost
512706,3,4,0,1,0.35,1,0.3,546.94,251.5,1.0,1.0,1.5,1.0,1970-08-14,F,True,True,usa,7,0.0,55,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512780,2,3,0,1,0.1,1,0.15,382.91499999999996,340.0,0.5,1.0,3.0,1.0,1980-11-04,F,False,False,canada,5,0.0,45,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512786,4,4,0,0,,0,,329.39,94.5,0.5,1.0,6.5,1.0,1984-02-27,M,False,False,usa,8,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
512787,4,4,0,1,0.05,1,0.15,399.145,58.0,0.0,1.0,2.0,1.0,1972-04-19,F,False,False,usa,8,0.0,53,2,0,3,Road Warriors – Priority Boarding & Fast Track
512791,3,3,0,1,0.2,0,,424.63,124.0,1.0,1.0,3.0,1.0,1990-02-13,F,False,True,usa,6,0.0,35,2,0,3,Road Warriors – Priority Boarding & Fast Track
512801,7,6,0,0,,0,,486.22,107.0,0.0,1.0,2.0,1.0,1970-10-05,F,False,False,usa,13,0.0,55,2,0,3,Road Warriors – Priority Boarding & Fast Track
512826,4,2,0,1,0.1,0,,172.67000000000002,84.5,1.0,1.5,2.0,1.0,1983-07-03,F,True,False,usa,6,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
512831,3,2,0,3,0.15,2,0.175,438.02,289.5,1.0,1.0,2.0,1.0,1980-02-22,F,False,False,usa,5,0.0,45,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512835,5,5,0,1,0.2,1,0.15,698.45,129.0,0.0,1.0,3.0,1.0,1983-07-06,F,True,False,usa,10,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
512846,4,3,0,1,0.2,2,0.07500000000000001,360.005,102.0,0.0,1.0,1.0,1.0,1986-06-02,F,True,True,canada,7,0.0,39,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512848,2,3,0,1,0.05,1,0.1,261.09000000000003,105.0,0.0,1.0,1.0,1.0,1988-06-04,F,False,False,usa,5,0.0,37,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512880,2,1,0,0,,2,0.125,189.205,135.0,0.5,1.0,3.0,1.0,1977-01-04,F,False,False,usa,3,0.0,48,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512887,3,3,0,3,0.05,0,,607.02,315.0,1.0,1.0,1.0,1.0,1984-11-07,M,False,False,usa,6,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
512888,2,3,0,2,0.125,0,,341.025,193.0,0.5,1.0,2.0,1.0,1986-09-13,F,True,False,usa,5,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
512900,1,4,0,1,0.15,1,0.1,418.13,145.0,0.0,1.0,3.5,1.0,1992-03-27,F,False,False,usa,5,0.0,33,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512904,4,5,0,1,0.1,1,0.1,439.78,170.0,1.0,1.0,2.0,1.0,1960-05-08,F,True,False,usa,9,0.0,65,2,0,3,Road Warriors – Priority Boarding & Fast Track
512922,2,1,0,4,0.15,1,0.3,339.64,195.0,1.0,1.0,0.0,1.0,1990-01-14,F,False,True,usa,3,0.0,35,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512928,2,2,1,2,0.1,3,0.15000000000000002,3277.6,169.0,1.0,2.0,15.0,1.0,2006-01-22,F,False,False,usa,4,0.25,19,3,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
512943,4,2,0,1,0.15,0,,420.77500000000003,303.5,0.5,1.0,2.0,1.0,1977-07-26,F,True,True,canada,6,0.0,48,2,0,3,Road Warriors – Priority Boarding & Fast Track
512945,2,2,0,3,0.15,1,0.25,482.375,143.0,0.0,1.0,8.5,1.0,1999-03-08,F,False,False,usa,4,0.0,26,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512974,1,2,0,2,0.24999999999999994,2,0.125,881.34,142.5,0.0,1.0,6.0,1.0,2006-12-11,F,False,False,canada,3,0.0,19,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
512976,4,5,0,2,0.15,0,,986.825,178.0,0.5,2.0,4.0,2.0,1987-10-10,F,False,False,usa,9,0.0,38,0,0,0,Family & Group Travelers – Family Comfort Package
512984,2,3,0,1,0.1,0,,506.47499999999997,231.0,0.5,1.0,2.0,1.0,1966-06-14,F,False,False,usa,5,0.0,59,2,0,3,Road Warriors – Priority Boarding & Fast Track
512999,3,2,0,1,0.15,0,,640.49,137.5,1.0,1.0,1.5,1.0,1989-09-23,F,True,False,usa,5,0.0,36,2,0,3,Road Warriors – Priority Boarding & Fast Track
513004,4,3,0,0,,0,,328.24,119.0,0.5,1.0,5.0,1.0,1983-05-25,F,False,False,usa,7,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
513005,1,1,0,3,0.15,1,0.1,22.59,195.0,1.0,1.0,1.0,1.0,1995-10-25,F,False,False,usa,2,0.0,30,1,0,1,Occasional Voyagers – Starter Flight Boost
513006,2,2,0,1,0.1,3,0.1,664.385,113.5,1.0,1.5,4.0,1.5,1966-01-27,F,True,False,usa,4,0.0,59,0,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513026,3,3,0,1,0.1,1,0.05,200.78,219.0,0.0,1.0,5.0,1.0,1983-03-27,F,True,False,usa,6,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
513030,3,3,0,2,0.125,1,0.1,91.37,122.0,0.0,1.0,4.0,1.0,1985-08-14,F,False,False,usa,6,0.0,40,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513031,2,2,0,4,0.1,1,0.15,350.4,201.5,1.0,1.0,4.0,1.5,1977-07-19,F,True,True,usa,4,0.0,48,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513058,5,3,0,0,,2,0.07500000000000001,234.84,93.0,0.0,1.0,3.0,1.0,1972-05-07,F,False,True,usa,8,0.0,53,2,0,3,Road Warriors – Priority Boarding & Fast Track
513089,1,3,0,2,0.07500000000000001,2,0.15000000000000002,215.62,99.0,1.0,1.0,9.0,1.0,1985-02-09,F,True,False,usa,4,0.0,40,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513090,2,1,0,4,0.07500000000000001,1,0.15,664.805,65.0,1.5,1.5,1.0,1.0,2002-04-19,M,False,True,usa,3,0.0,23,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513091,0,0,0,2,0.07500000000000001,0,,,,,,,,1952-10-25,F,True,False,usa,0,0.0,73,1,0,1,Occasional Voyagers – Starter Flight Boost
513093,2,4,0,2,0.19999999999999998,2,0.1,347.91,279.5,0.0,1.0,3.0,1.0,1968-07-28,F,False,False,usa,6,0.0,57,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513096,2,1,0,1,0.05,1,0.15,523.895,184.0,1.5,1.5,2.0,1.0,1994-05-05,F,True,True,usa,3,0.0,31,1,0,1,Occasional Voyagers – Starter Flight Boost
513103,3,3,0,3,0.1,0,,295.93,79.0,0.0,1.0,2.0,1.0,1992-03-13,F,False,True,usa,6,0.0,33,2,0,3,Road Warriors – Priority Boarding & Fast Track
513126,5,5,0,3,0.15,0,,263.26,136.0,0.0,1.0,4.0,1.0,1987-10-08,F,False,False,usa,10,0.0,38,2,0,3,Road Warriors – Priority Boarding & Fast Track
513138,0,0,0,0,,1,0.1,,,,,,,2006-12-04,F,False,True,usa,0,0.0,19,1,0,1,Occasional Voyagers – Starter Flight Boost
513164,2,1,0,0,,3,0.05,154.885,100.0,0.0,1.0,4.0,1.0,1981-07-21,F,False,False,usa,3,0.0,44,1,0,1,Occasional Voyagers – Starter Flight Boost
513206,0,0,0,2,0.15,0,,,,,,,,1976-06-02,M,False,False,usa,0,0.0,49,1,0,1,Occasional Voyagers – Starter Flight Boost
513216,4,3,0,2,0.07500000000000001,1,0.05,313.785,105.0,0.5,1.0,5.0,1.0,1986-01-01,F,True,False,usa,7,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
513220,5,5,0,3,0.1,2,0.125,191.37,208.0,0.0,1.0,2.0,1.0,1978-10-28,F,False,False,usa,10,0.0,47,2,0,3,Road Warriors – Priority Boarding & Fast Track
513221,1,1,0,2,0.05,2,0.27499999999999997,747.21,91.0,0.0,2.0,6.0,2.0,1992-11-13,F,False,False,usa,2,0.0,33,0,0,0,Family & Group Travelers – Family Comfort Package
513227,2,2,0,2,0.07500000000000001,2,0.07500000000000001,511.95000000000005,201.5,0.0,1.0,3.0,1.0,1960-08-28,F,True,False,usa,4,0.0,65,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513233,2,3,0,1,0.05,1,0.05,367.405,103.0,1.0,1.0,2.0,1.0,1985-03-23,F,True,True,usa,5,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
513236,6,8,0,0,,1,0.05,281.685,141.5,0.0,1.0,2.0,1.0,1980-08-12,F,True,True,usa,14,0.0,45,2,0,3,Road Warriors – Priority Boarding & Fast Track
513237,1,2,0,1,0.05,1,0.15,588.8,179.5,0.0,1.0,4.0,1.0,1987-10-22,F,True,True,canada,3,0.0,38,1,0,1,Occasional Voyagers – Starter Flight Boost
513241,0,0,0,2,0.2,1,0.15,,,,,,,1987-09-14,F,False,True,usa,0,0.0,38,1,0,1,Occasional Voyagers – Starter Flight Boost
513242,2,2,0,4,0.1,0,,508.41999999999996,202.5,0.0,1.0,3.0,1.0,1994-09-16,F,False,False,usa,4,0.0,31,1,0,1,Occasional Voyagers – Starter Flight Boost
513259,3,2,0,2,0.175,2,0.1,508.1,325.5,0.0,1.0,4.5,1.0,1970-01-11,F,True,False,usa,5,0.0,55,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513261,0,0,0,0,,1,0.1,,,,,,,1964-07-05,F,True,True,usa,0,0.0,61,1,0,1,Occasional Voyagers – Starter Flight Boost
513289,1,1,0,1,0.05,3,0.1,189.31,437.0,0.0,1.0,2.0,1.0,1989-03-07,F,False,False,canada,2,0.0,36,1,0,1,Occasional Voyagers – Starter Flight Boost
513296,3,3,0,2,0.175,1,0.05,272.91,334.0,0.0,1.0,3.0,1.0,1986-06-05,F,False,False,usa,6,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
513317,1,0,0,3,0.15,2,0.1,73.87,,0.0,1.0,,,1969-02-21,F,True,False,usa,1,0.0,56,1,0,1,Occasional Voyagers – Starter Flight Boost
513322,3,3,0,0,,0,,599.89,128.0,1.0,1.0,1.0,1.0,1973-01-04,F,False,False,usa,6,0.0,52,2,0,3,Road Warriors – Priority Boarding & Fast Track
513338,3,3,0,3,0.15,1,0.05,373.05,117.0,0.0,1.0,2.0,1.0,1969-07-21,F,True,False,usa,6,0.0,56,2,0,3,Road Warriors – Priority Boarding & Fast Track
513339,2,2,0,1,0.1,1,0.1,303.43,131.0,0.5,2.5,3.0,2.5,1995-04-01,F,False,False,usa,4,0.0,30,0,0,0,Family & Group Travelers – Family Comfort Package
513345,0,2,0,3,0.2,1,0.1,,90.5,,,8.0,1.0,2000-11-02,F,True,True,usa,2,0.0,25,1,0,1,Occasional Voyagers – Starter Flight Boost
513347,1,1,0,4,0.1,1,0.15,378.92,129.0,1.0,1.0,2.0,1.0,1974-10-08,F,True,True,usa,2,0.0,51,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513366,3,3,0,1,0.1,3,0.05,102.74,228.0,0.0,1.0,1.0,1.0,1979-10-26,F,False,False,canada,6,0.0,46,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513381,3,3,0,1,0.05,2,0.05,585.16,112.0,1.0,1.0,1.0,1.0,1973-02-03,F,True,True,usa,6,0.0,52,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513387,4,5,0,1,0.25,0,,174.02,280.0,0.0,1.0,2.0,1.0,1974-11-28,F,True,True,usa,9,0.0,51,2,0,3,Road Warriors – Priority Boarding & Fast Track
513397,4,4,0,0,,1,0.05,334.735,134.0,0.5,1.0,3.0,1.0,1970-08-20,F,False,False,usa,8,0.0,55,2,0,3,Road Warriors – Priority Boarding & Fast Track
513402,1,1,0,1,0.1,1,0.25,584.21,520.0,1.0,1.0,0.0,1.0,1978-08-03,F,True,True,usa,2,0.0,47,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513408,2,2,0,1,0.15,1,0.05,1470.895,270.0,0.5,2.5,5.5,2.5,1992-05-28,M,False,True,usa,4,0.0,33,0,0,0,Family & Group Travelers – Family Comfort Package
513422,2,2,0,0,,1,0.1,286.71500000000003,204.5,0.5,1.0,1.0,1.0,1982-02-05,F,True,False,usa,4,0.0,43,1,0,1,Occasional Voyagers – Starter Flight Boost
513425,0,0,0,0,,1,0.05,,,,,,,1974-06-03,F,True,True,usa,0,0.0,51,1,0,1,Occasional Voyagers – Starter Flight Boost
513438,1,1,0,2,0.1,0,,348.1,618.0,1.0,1.0,12.0,1.0,1972-10-02,F,True,True,usa,2,0.0,53,1,0,1,Occasional Voyagers – Starter Flight Boost
513441,2,1,1,2,0.05,3,0.1,982.47,,1.0,2.0,,,1988-09-06,F,False,True,usa,3,0.3333333333333333,37,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513470,0,0,0,0,,0,,,,,,,,1976-06-02,F,True,True,usa,0,0.0,49,1,0,1,Occasional Voyagers – Starter Flight Boost
513495,1,2,0,2,0.125,1,0.1,344.89,255.5,1.0,1.0,8.5,1.0,1993-03-13,F,False,False,usa,3,0.0,32,1,0,1,Occasional Voyagers – Starter Flight Boost
513497,1,2,0,0,,3,0.15,673.96,128.5,0.0,1.0,4.0,1.0,1979-09-12,F,False,False,usa,3,0.0,46,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513509,2,0,0,1,0.05,1,0.05,299.385,,0.5,1.0,,,1987-12-28,F,False,False,usa,2,0.0,38,1,0,1,Occasional Voyagers – Starter Flight Boost
513543,2,3,1,1,,2,0.1,555.29,161.0,0.0,1.0,1.0,1.0,1991-09-07,F,False,True,usa,5,0.2,34,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513546,0,0,0,1,0.1,1,0.05,,,,,,,1979-03-04,F,False,False,usa,0,0.0,46,1,0,1,Occasional Voyagers – Starter Flight Boost
513555,4,4,0,0,,0,,562.765,139.0,0.5,1.0,2.5,1.0,1978-08-09,F,False,False,usa,8,0.0,47,2,0,3,Road Warriors – Priority Boarding & Fast Track
513568,1,2,0,1,0.1,1,0.1,1185.97,130.0,0.0,2.0,5.0,1.5,1963-10-04,F,False,False,canada,3,0.0,62,0,0,0,Family & Group Travelers – Family Comfort Package
513569,1,2,0,3,0.15,1,0.15,628.7,47.5,1.0,1.0,1.5,1.0,2006-01-09,F,False,False,usa,3,0.0,19,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513582,3,2,0,0,,0,,686.48,151.5,1.0,1.0,2.0,1.0,1975-02-14,F,True,False,usa,5,0.0,50,2,0,3,Road Warriors – Priority Boarding & Fast Track
513602,0,0,0,2,0.175,1,0.05,,,,,,,1997-06-21,F,False,False,usa,0,0.0,28,1,0,1,Occasional Voyagers – Starter Flight Boost
513611,2,3,0,3,0.05,1,0.05,409.58000000000004,228.0,0.5,1.0,4.0,1.0,1975-06-09,F,False,False,usa,5,0.0,50,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513613,2,3,0,1,0.15,1,0.1,334.97,114.0,0.0,1.0,4.0,1.0,1977-02-16,M,False,False,usa,5,0.0,48,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513620,2,3,0,3,0.1,1,0.15,101.71000000000001,265.0,0.5,1.0,1.0,1.0,2006-05-14,F,False,False,canada,5,0.0,19,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513625,3,2,1,5,0.125,1,,703.0,110.0,1.0,2.0,2.0,4.0,1995-09-25,F,False,True,usa,5,0.2,30,0,-1,0,Family & Group Travelers – Family Comfort Package
513627,3,3,0,0,,1,0.1,216.8,370.0,1.0,1.0,1.0,1.0,1965-11-05,F,True,False,usa,6,0.0,60,2,0,3,Road Warriors – Priority Boarding & Fast Track
513628,3,3,0,1,0.5,1,0.1,378.96,180.0,1.0,1.0,1.0,1.0,1983-11-09,F,True,False,usa,6,0.0,42,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513638,4,4,0,0,,0,,457.84000000000003,70.0,0.5,1.0,4.0,1.0,1967-12-01,F,True,True,canada,8,0.0,58,2,0,3,Road Warriors – Priority Boarding & Fast Track
513659,3,3,0,1,0.05,1,0.05,724.35,111.0,0.0,1.0,3.0,1.0,1982-07-13,F,False,False,usa,6,0.0,43,2,0,3,Road Warriors – Priority Boarding & Fast Track
513661,0,1,0,1,0.35,0,,,236.0,,,10.0,2.0,1998-05-22,F,False,False,canada,1,0.0,27,0,0,0,Family & Group Travelers – Family Comfort Package
513683,3,4,0,4,0.15000000000000002,1,0.2,296.02,137.0,1.0,1.0,3.0,1.0,1970-10-02,M,True,False,usa,7,0.0,55,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513714,1,0,0,2,0.125,0,,248.43,,0.0,1.0,,,2001-02-11,F,False,False,usa,1,0.0,24,1,0,1,Occasional Voyagers – Starter Flight Boost
513721,4,5,0,1,0.05,0,,329.9,218.0,0.5,1.0,4.0,1.0,1983-01-14,F,False,False,usa,9,0.0,42,2,0,3,Road Warriors – Priority Boarding & Fast Track
513742,0,0,0,1,0.15,0,,,,,,,,1992-08-26,F,False,True,usa,0,0.0,33,1,0,1,Occasional Voyagers – Starter Flight Boost
513761,3,3,0,1,0.1,1,0.25,567.2,191.0,0.0,1.0,1.0,1.0,1985-02-26,F,False,False,usa,6,0.0,40,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513776,1,2,0,1,0.15,3,0.1,235.62,163.0,0.0,1.0,3.5,1.0,1957-07-19,F,False,False,usa,3,0.0,68,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513787,6,5,1,4,0.1,2,0.1,469.01,79.0,1.0,1.0,2.0,1.0,1981-05-28,M,True,False,usa,11,0.09090909090909091,44,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513791,4,4,0,2,0.24999999999999994,1,0.1,421.37,98.5,0.5,1.0,6.5,1.0,1985-08-23,F,False,False,canada,8,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
513796,3,2,0,0,,0,,716.74,171.5,1.0,1.0,7.5,1.5,1978-12-07,F,True,False,usa,5,0.0,47,1,0,1,Occasional Voyagers – Starter Flight Boost
513800,0,0,0,1,0.1,0,,,,,,,,1971-05-09,M,True,True,usa,0,0.0,54,1,0,1,Occasional Voyagers – Starter Flight Boost
513807,4,3,1,2,0.05,2,0.25,903.26,179.0,3.0,3.5,1.5,1.5,1979-08-18,F,True,True,usa,7,0.14285714285714285,46,3,-1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513823,0,0,0,1,0.05,2,0.15,,,,,,,1978-09-23,F,True,False,usa,0,0.0,47,1,0,1,Occasional Voyagers – Starter Flight Boost
513826,4,2,0,3,0.15,0,,506.31,120.0,0.5,1.0,1.5,2.0,1981-02-10,F,False,False,usa,6,0.0,44,0,0,0,Family & Group Travelers – Family Comfort Package
513844,2,2,0,1,0.15,1,0.15,522.3100000000001,381.0,0.5,2.0,4.5,1.5,1987-09-28,M,True,False,usa,4,0.0,38,0,0,0,Family & Group Travelers – Family Comfort Package
513853,3,3,0,0,,2,0.125,530.14,150.0,0.0,1.0,2.0,1.0,1975-04-11,F,False,True,usa,6,0.0,50,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
513856,1,1,0,4,0.125,0,,376.91,138.0,1.0,1.0,8.0,1.0,1987-06-06,M,False,False,canada,2,0.0,38,1,0,1,Occasional Voyagers – Starter Flight Boost
513860,2,3,0,0,,0,,689.59,194.0,0.5,1.5,4.0,1.0,1959-08-09,F,True,False,canada,5,0.0,66,2,0,3,Road Warriors – Priority Boarding & Fast Track
513869,2,3,1,4,0.1,2,0.1,4231.56,75.0,1.0,2.0,7.0,1.0,1983-06-07,F,False,True,usa,5,0.2,42,3,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513875,4,4,1,2,0.2,1,,273.74,115.0,0.5,1.0,4.0,1.0,1989-07-20,F,True,True,usa,8,0.125,36,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
513917,3,3,0,2,0.15000000000000002,1,0.05,684.54,121.0,1.0,1.0,4.0,1.0,1968-04-18,F,True,True,usa,6,0.0,57,2,0,3,Road Warriors – Priority Boarding & Fast Track
513926,4,3,0,1,0.15,1,0.1,479.66999999999996,247.0,0.5,1.5,1.0,2.0,1986-08-14,M,False,False,usa,7,0.0,39,0,0,0,Family & Group Travelers – Family Comfort Package
513933,3,3,0,0,,0,,285.3,114.0,0.0,1.0,3.0,1.0,1985-09-13,M,False,False,canada,6,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
